,query_gene,BiGG_gene,score
0,gene_0,STM_v1_0.STM0047,70
1,gene_1,STM_v1_0.STM0101,276
2,gene_2,STM_v1_0.STM0137,43
4,gene_4,STM_v1_0.STM0203,172
5,gene_5,STM_v1_0.STM0247,167
6,gene_6,STM_v1_0.STM0322,343
8,gene_8,STM_v1_0.STM0472,90
9,gene_9,STM_v1_0.STM0525,253
10,gene_10,STM_v1_0.STM0608,238
11,gene_11,STM_v1_0.STM0609,518
12,gene_12,STM_v1_0.STM0659,280
13,gene_13,STM_v1_0.STM0828,200
14,gene_14,STM_v1_0.STM0830,107
15,gene_15,STM_v1_0.STM0842,160
16,gene_16,STM_v1_0.STM0843,793
17,gene_17,STM_v1_0.STM0863,121
18,gene_18,STM_v1_0.STM0878,101
20,gene_20,STM_v1_0.STM0957,137
21,gene_21,STM_v1_0.STM0984,280
22,gene_22,STM_v1_0.STM1221,95
23,gene_23,STM_v1_0.STM1235,45
24,gene_24,STM_v1_0.STM1238,462
25,gene_25,STM_v1_0.STM1313,68
26,gene_26,STM_v1_0.STM1435,93
27,gene_27,STM_v1_0.STM1490,88
28,gene_28,STM_v1_0.STM1502,50
29,gene_29,STM_v1_0.STM1511,293
30,gene_30,STM_v1_0.STM1620,316
31,gene_31,STM_v1_0.STM1686,55
32,gene_32,STM_v1_0.STM1830,66
33,gene_33,STM_v1_0.STM1933,109
34,gene_34,STM_v1_0.STM1954,112
35,gene_35,STM_v1_0.STM1963,404
36,gene_36,STM_v1_0.STM2080,485
37,gene_37,STM_v1_0.STM2081,644
38,gene_38,STM_v1_0.STM2082,195
39,gene_39,STM_v1_0.STM2163,110
40,gene_40,STM_v1_0.STM2188,58
41,gene_41,STM_v1_0.STM2189,302
42,gene_42,STM_v1_0.STM2276,50
43,gene_43,STM_v1_0.STM2295,43
45,gene_45,STM_v1_0.STM2818,155
46,gene_46,STM_v1_0.STM3002,114
47,gene_47,STM_v1_0.STM3051,508
48,gene_48,STM_v1_0.STM3179,118
49,gene_49,STM_v1_0.STM3225,430
50,gene_50,STM_v1_0.STM3338,74
51,gene_51,STM_v1_0.STM3339,154
52,gene_52,STM_v1_0.STM3409,134
53,gene_53,STM_v1_0.STM3514,478
54,gene_54,STM_v1_0.STM3525,51
55,gene_55,STM_v1_0.STM3534,500
56,gene_56,STM_v1_0.STM3560,260
57,gene_57,STM_v1_0.STM3561,251
58,gene_58,STM_v1_0.STM3597,542
59,gene_59,STM_v1_0.STM3677,280
60,gene_60,STM_v1_0.STM3714,47
61,gene_61,STM_v1_0.STM3883,60
62,gene_62,STM_v1_0.STM4108,312
63,gene_63,STM_v1_0.STM4382,445
64,gene_64,STM_v1_0.STM4384,81
65,gene_65,STM_v1_0.STM4385,153
66,gene_66,STM_v1_0.STM4386,212
67,gene_67,STM_v1_0.STM4387,297
68,gene_68,STM_v1_0.STM4388,287
69,gene_69,STM_v1_0.STM4433,50
70,gene_70,STM_v1_0.STM4453,525
71,gene_71,STM_v1_0.STM4483,107
72,gene_72,STM_v1_0.STM4585,65
73,gene_74,iAF692.Mbar_A0408,113
74,gene_75,iAF692.Mbar_A0480,146
75,gene_76,iAF692.Mbar_A0500,583
76,gene_77,iAF692.Mbar_A0995,71
78,gene_79,iAF692.Mbar_A1172,105
79,gene_80,iAF692.Mbar_A1219,78
80,gene_81,iAF692.Mbar_A1396,844
81,gene_82,iAF692.Mbar_A1452,295
84,gene_85,iAF692.Mbar_A2023,47
85,gene_86,iAF692.Mbar_A2079,35
86,gene_87,iAF692.Mbar_A2310,56
88,gene_89,iAF692.Mbar_A2616,64
89,gene_90,iAF692.Mbar_A3252,273
90,gene_91,iAF692.Mbar_A3256,83
91,gene_92,iAF692.Mbar_A3385,124
92,gene_93,iAF692.Mbar_A3423,249
93,gene_94,iAF692.Mbar_A3429,265
94,gene_95,iAF692.Mbar_A3635,42
95,gene_96,iAF987.Gmet_0043,84
96,gene_97,iAF987.Gmet_0069,67
97,gene_98,iAF987.Gmet_0304,412
98,gene_99,iAF987.Gmet_0858,148
99,gene_100,iAF987.Gmet_0885,153
100,gene_101,iAF987.Gmet_0899,162
101,gene_102,iAF987.Gmet_0940,502
102,gene_103,iAF987.Gmet_0988,47
103,gene_104,iAF987.Gmet_1106,38
104,gene_105,iAF987.Gmet_1168,123
105,gene_106,iAF987.Gmet_1170,50
106,gene_107,iAF987.Gmet_1186,500
108,gene_109,iAF987.Gmet_1282,118
109,gene_110,iAF987.Gmet_1357,493
110,gene_111,iAF987.Gmet_1531,137
111,gene_112,iAF987.Gmet_1604,75
112,gene_113,iAF987.Gmet_1614,604
113,gene_114,iAF987.Gmet_1706,72
114,gene_115,iAF987.Gmet_1716,228
115,gene_116,iAF987.Gmet_1768,166
116,gene_117,iAF987.Gmet_1790,47
117,gene_118,iAF987.Gmet_1819,251
118,gene_119,iAF987.Gmet_1875,168
119,gene_120,iAF987.Gmet_1888,132
