,query_gene,BiGG_gene,score
0,gene_0,STM_v1_0.STM0047,51
1,gene_1,STM_v1_0.STM0054,343
2,gene_2,STM_v1_0.STM0055,436
3,gene_3,STM_v1_0.STM0060,42
4,gene_4,STM_v1_0.STM0101,264
5,gene_5,STM_v1_0.STM0106,100
6,gene_6,STM_v1_0.STM0170,178
7,gene_7,STM_v1_0.STM0202,424
8,gene_8,STM_v1_0.STM0245,209
9,gene_9,STM_v1_0.STM0247,311
10,gene_10,STM_v1_0.STM0248,127
12,gene_12,STM_v1_0.STM0401,222
13,gene_13,STM_v1_0.STM0590,160
14,gene_14,STM_v1_0.STM0592,229
15,gene_15,STM_v1_0.STM0644,183
16,gene_16,STM_v1_0.STM0659,276
17,gene_17,STM_v1_0.STM0782,56
18,gene_18,STM_v1_0.STM0828,273
19,gene_19,STM_v1_0.STM0830,126
20,gene_20,STM_v1_0.STM0842,112
22,gene_22,STM_v1_0.STM0850,218
23,gene_23,STM_v1_0.STM0878,109
24,gene_24,STM_v1_0.STM0957,213
25,gene_25,STM_v1_0.STM0963,242
26,gene_26,STM_v1_0.STM0973,877
27,gene_27,STM_v1_0.STM0977,321
28,gene_28,STM_v1_0.STM0984,284
29,gene_29,STM_v1_0.STM1076,153
30,gene_30,STM_v1_0.STM1193,253
31,gene_31,STM_v1_0.STM1221,100
32,gene_32,STM_v1_0.STM1222,55
33,gene_33,STM_v1_0.STM1223,168
34,gene_34,STM_v1_0.STM1225,215
35,gene_35,STM_v1_0.STM1226,289
36,gene_36,STM_v1_0.STM1301,40
37,gene_37,STM_v1_0.STM1378,410
38,gene_38,STM_v1_0.STM1449,305
39,gene_39,STM_v1_0.STM1502,49
41,gene_41,STM_v1_0.STM1556,422
43,gene_43,STM_v1_0.STM1742,297
44,gene_44,STM_v1_0.STM1743,323
45,gene_45,STM_v1_0.STM1780,98
46,gene_46,STM_v1_0.STM1909,303
47,gene_47,STM_v1_0.STM1954,126
48,gene_48,STM_v1_0.STM2019,417
49,gene_49,STM_v1_0.STM2032,175
51,gene_51,STM_v1_0.STM2035,239
52,gene_52,STM_v1_0.STM2080,486
53,gene_53,STM_v1_0.STM2082,104
54,gene_54,STM_v1_0.STM2085,166
55,gene_55,STM_v1_0.STM2090,447
56,gene_56,STM_v1_0.STM2091,327
57,gene_57,STM_v1_0.STM2092,307
58,gene_58,STM_v1_0.STM2095,397
59,gene_59,STM_v1_0.STM2188,271
60,gene_60,STM_v1_0.STM2189,498
61,gene_61,STM_v1_0.STM2190,181
63,gene_63,STM_v1_0.STM2276,47
64,gene_64,STM_v1_0.STM2297,141
65,gene_65,STM_v1_0.STM2384,324
66,gene_66,STM_v1_0.STM2427,295
67,gene_67,STM_v1_0.STM2431,60
68,gene_68,STM_v1_0.STM2555,481
69,gene_69,STM_v1_0.STM2662,87
70,gene_70,STM_v1_0.STM2840,174
72,gene_72,STM_v1_0.STM2973,427
73,gene_73,STM_v1_0.STM2974,157
74,gene_74,STM_v1_0.STM2976,665
75,gene_75,STM_v1_0.STM3002,82
76,gene_76,STM_v1_0.STM3103,144
77,gene_77,STM_v1_0.STM3137,514
78,gene_78,STM_v1_0.STM3190,56
79,gene_79,STM_v1_0.STM3339,134
80,gene_80,STM_v1_0.STM3351,341
81,gene_81,STM_v1_0.STM3352,436
83,gene_83,STM_v1_0.STM3379,97
84,gene_84,STM_v1_0.STM3409,219
85,gene_85,STM_v1_0.STM3486,224
86,gene_86,STM_v1_0.STM3500,729
87,gene_87,STM_v1_0.STM3514,498
88,gene_88,STM_v1_0.STM3525,44
89,gene_89,STM_v1_0.STM3560,99
90,gene_90,STM_v1_0.STM3561,239
91,gene_91,STM_v1_0.STM3576,42
92,gene_92,STM_v1_0.STM3627,303
93,gene_93,STM_v1_0.STM3629,210
94,gene_94,STM_v1_0.STM3630,212
95,gene_95,STM_v1_0.STM3668,267
97,gene_97,STM_v1_0.STM3718,68
98,gene_98,STM_v1_0.STM3725,163
99,gene_99,STM_v1_0.STM3733,189
100,gene_100,STM_v1_0.STM3746,262
101,gene_101,STM_v1_0.STM3865,622
102,gene_102,STM_v1_0.STM3882,431
103,gene_103,STM_v1_0.STM3883,240
104,gene_104,STM_v1_0.STM3884,148
105,gene_105,STM_v1_0.STM3915,100
106,gene_106,STM_v1_0.STM3968,167
108,gene_108,STM_v1_0.STM4086,650
109,gene_109,STM_v1_0.STM4108,291
110,gene_110,STM_v1_0.STM4166,145
111,gene_111,STM_v1_0.STM4230,196
113,gene_113,STM_v1_0.STM4388,283
114,gene_114,STM_v1_0.STM4425,83
115,gene_115,STM_v1_0.STM4433,84
117,gene_117,STM_v1_0.STM4452,422
118,gene_118,STM_v1_0.STM4453,561
119,gene_119,STM_v1_0.STM4465,353
120,gene_120,STM_v1_0.STM4483,224
121,gene_122,iAF692.Mbar_A0036,249
122,gene_123,iAF692.Mbar_A0086,265
123,gene_124,iAF692.Mbar_A0192,80
124,gene_125,iAF692.Mbar_A0218,558
125,gene_126,iAF692.Mbar_A0219,152
126,gene_127,iAF692.Mbar_A0227,193
127,gene_128,iAF692.Mbar_A0232,192
128,gene_129,iAF692.Mbar_A0309,115
129,gene_130,iAF692.Mbar_A0343,402
132,gene_133,iAF692.Mbar_A0385,475
133,gene_134,iAF692.Mbar_A0386,589
134,gene_135,iAF692.Mbar_A0391,92
135,gene_136,iAF692.Mbar_A0408,45
136,gene_137,iAF692.Mbar_A0466,180
138,gene_139,iAF692.Mbar_A0470,186
139,gene_140,iAF692.Mbar_A0482,355
140,gene_141,iAF692.Mbar_A0541,253
141,gene_142,iAF692.Mbar_A0760,254
142,gene_143,iAF692.Mbar_A0874,59
143,gene_144,iAF692.Mbar_A0923,164
144,gene_145,iAF692.Mbar_A0995,138
145,gene_146,iAF692.Mbar_A1122,251
146,gene_147,iAF692.Mbar_A1138,97
147,gene_148,iAF692.Mbar_A1181,248
148,gene_149,iAF692.Mbar_A1195,501
149,gene_150,iAF692.Mbar_A1217,57
