,query_gene,BiGG_gene,score
0,gene_0,STM_v1_0.STM0047,75
1,gene_1,STM_v1_0.STM0055,449
2,gene_2,STM_v1_0.STM0112,366
3,gene_3,STM_v1_0.STM0203,194
4,gene_4,STM_v1_0.STM0226,45
6,gene_6,STM_v1_0.STM0247,170
7,gene_7,STM_v1_0.STM0386,146
9,gene_9,STM_v1_0.STM0534,131
10,gene_10,STM_v1_0.STM0644,233
11,gene_11,STM_v1_0.STM0659,265
12,gene_12,STM_v1_0.STM0739,240
13,gene_13,STM_v1_0.STM0828,241
14,gene_14,STM_v1_0.STM0832,45
15,gene_15,STM_v1_0.STM0849,143
16,gene_16,STM_v1_0.STM0850,105
18,gene_18,STM_v1_0.STM0973,243
19,gene_19,STM_v1_0.STM0984,243
20,gene_20,STM_v1_0.STM1215,42
21,gene_21,STM_v1_0.STM1221,103
22,gene_22,STM_v1_0.STM1256,102
23,gene_23,STM_v1_0.STM1290,333
24,gene_24,STM_v1_0.STM1299,453
25,gene_25,STM_v1_0.STM1340,160
26,gene_26,STM_v1_0.STM1449,278
27,gene_27,STM_v1_0.STM1731,111
28,gene_28,STM_v1_0.STM1742,317
29,gene_29,STM_v1_0.STM1743,316
30,gene_30,STM_v1_0.STM1750,206
32,gene_32,STM_v1_0.STM2019,473
33,gene_33,STM_v1_0.STM2032,224
34,gene_34,STM_v1_0.STM2035,285
35,gene_35,STM_v1_0.STM2047,177
36,gene_36,STM_v1_0.STM2064,52
37,gene_37,STM_v1_0.STM2082,103
38,gene_38,STM_v1_0.STM2188,48
39,gene_39,STM_v1_0.STM2189,301
40,gene_40,STM_v1_0.STM2297,194
41,gene_41,STM_v1_0.STM2356,164
42,gene_42,STM_v1_0.STM2554,45
43,gene_43,STM_v1_0.STM2555,396
44,gene_44,STM_v1_0.STM2774,173
45,gene_45,STM_v1_0.STM2840,174
46,gene_46,STM_v1_0.STM3010,63
48,gene_48,STM_v1_0.STM3078,133
50,gene_50,STM_v1_0.STM3241,245
51,gene_51,STM_v1_0.STM3247,286
52,gene_52,STM_v1_0.STM3307,290
53,gene_53,STM_v1_0.STM3409,216
54,gene_54,STM_v1_0.STM3481,335
55,gene_55,STM_v1_0.STM3493,121
56,gene_56,STM_v1_0.STM3561,235
57,gene_57,STM_v1_0.STM3563,238
58,gene_58,STM_v1_0.STM3627,232
59,gene_59,STM_v1_0.STM3628,191
60,gene_60,STM_v1_0.STM3629,103
61,gene_61,STM_v1_0.STM3630,145
63,gene_63,STM_v1_0.STM3802,463
64,gene_64,STM_v1_0.STM3882,276
66,gene_66,STM_v1_0.STM3915,110
67,gene_67,STM_v1_0.STM3986,198
68,gene_68,STM_v1_0.STM4086,629
70,gene_70,STM_v1_0.STM4175,374
72,gene_72,STM_v1_0.STM4570,234
73,gene_74,iAF692.Mbar_A0004,282
76,gene_77,iAF692.Mbar_A0186,588
77,gene_78,iAF692.Mbar_A0218,510
79,gene_80,iAF692.Mbar_A0227,504
80,gene_81,iAF692.Mbar_A0473,91
81,gene_82,iAF692.Mbar_A0500,578
83,gene_84,iAF692.Mbar_A0559,61
84,gene_85,iAF692.Mbar_A0666,310
87,gene_88,iAF692.Mbar_A0760,240
88,gene_89,iAF692.Mbar_A0762,135
90,gene_91,iAF692.Mbar_A1223,544
91,gene_92,iAF692.Mbar_A1238,80
92,gene_93,iAF692.Mbar_A1452,50
94,gene_95,iAF692.Mbar_A1602,98
95,gene_96,iAF692.Mbar_A1776,45
96,gene_97,iAF692.Mbar_A1780,184
97,gene_98,iAF692.Mbar_A1781,347
98,gene_99,iAF692.Mbar_A1820,487
99,gene_100,iAF692.Mbar_A2092,91
100,gene_101,iAF692.Mbar_A2179,159
101,gene_102,iAF692.Mbar_A2222,535
103,gene_104,iAF692.Mbar_A2320,115
104,gene_105,iAF692.Mbar_A2376,101
105,gene_106,iAF692.Mbar_A2387,292
108,gene_109,iAF692.Mbar_A3182,62
109,gene_110,iAF692.Mbar_A3192,206
110,gene_111,iAF692.Mbar_A3251,437
111,gene_112,iAF692.Mbar_A3252,264
112,gene_113,iAF692.Mbar_A3319,169
113,gene_114,iAF692.Mbar_A3353,155
114,gene_115,iAF692.Mbar_A3403,135
115,gene_116,iAF692.Mbar_A3407,37
116,gene_117,iAF692.Mbar_A3423,335
117,gene_118,iAF692.Mbar_A3429,341
118,gene_119,iAF692.Mbar_A3503,466
121,gene_122,iAF987.Gmet_0043,80
122,gene_123,iAF987.Gmet_0059,191
123,gene_124,iAF987.Gmet_0061,365
124,gene_125,iAF987.Gmet_0067,231
125,gene_126,iAF987.Gmet_0069,85
126,gene_127,iAF987.Gmet_0072,307
127,gene_128,iAF987.Gmet_0076,46
